FECHA,PRECIP,EVAP,TMAX,TMIN
19/05/1962,0,5.7,25.5,9
20/05/1962,0,8.2,26.5,7.5
21/05/1962,0,8.3,28,8
22/05/1962,0,7.9,29,8.5
23/05/1962,5,5.6,28,12
24/05/1962,12,4.2,27,10
25/05/1962,3.5,7.1,26.5,10.5
26/05/1962,0,6.6,26.5,9
27/05/1962,0,5.2,27,11
28/05/1962,0,7.1,26.5,12
29/05/1962,0.01,7.2,29.5,11.5
30/05/1962,1,7.2,25.5,11
31/05/1962,0,7.8,25.5,6
01/06/1962,4.5,7.3,26,10
02/06/1962,0,8.2,27,12
03/06/1962,1,7.9,26.5,10
04/06/1962,1.5,7.8,27.5,7
05/06/1962,0,6.8,27.5,7.5
06/06/1962,0,6.7,27.5,8.5
07/06/1962,0,7.3,28,9
08/06/1962,0,8.1,27,10.5
09/06/1962,5.5,4.9,26.5,9
10/06/1962,0,8.1,24,9
11/06/1962,0,8.3,27,8
12/06/1962,0,7.5,29,5
13/06/1962,0,5.9,27.5,5
14/06/1962,0,6.3,30,4
15/06/1962,0,6.5,29,7
16/06/1962,0,7.7,25.5,5
17/06/1962,10,6.5,22,10
18/06/1962,0.5,3.9,22,11.5
19/06/1962,4.5,5.3,25,10
20/06/1962,9.5,4.7,23.5,8
21/06/1962,0,5.6,24,9
22/06/1962,0.5,5.2,23,7.5
23/06/1962,13,3.4,23.5,12
24/06/1962,8,6.4,20,12
25/06/1962,10,5.9,19,12
26/06/1962,6.5,3.5,20,11.5
27/06/1962,0,4.7,20.5,11.5
28/06/1962,0,3.6,22,9
29/06/1962,0,3.4,21,9
30/06/1962,0.5,2.8,21.5,6.5
01/07/1962,0.01,4.2,22,10.5
02/07/1962,0,3.4,22,9
03/07/1962,0.01,1,20,10
04/07/1962,5,2.6,19.5,12
05/07/1962,0.5,3.9,22.5,12
06/07/1962,0.5,6,22,10
07/07/1962,1.5,4.6,21.5,10.5
08/07/1962,0.5,1,21,11.5
09/07/1962,1.5,3.6,25,8
10/07/1962,0.01,5.3,25,7
11/07/1962,2.5,4,27,7
12/07/1962,0.01,5.7,27,7
13/07/1962,0,6.6,26,8
14/07/1962,0.01,6.4,24.5,12
15/07/1962,1,3.6,24.5,9
16/07/1962,0.01,4.7,23.5,10.5
17/07/1962,0,3.2,23.5,9
18/07/1962,0.01,3.1,22.5,9.5
19/07/1962,0.01,3.7,25,4.5
20/07/1962,3.5,5.1,24,9
21/07/1962,1.5,4.6,24,7.5
22/07/1962,0.01,4.2,24,7.5
23/07/1962,21.5,4.3,25.5,6.5
24/07/1962,0.5,4.5,21,8.5
25/07/1962,0.01,4.8,24,7
26/07/1962,2,4,22.5,7
27/07/1962,0,4.5,24,4
28/07/1962,0.01,4.8,23,5
29/07/1962,11,3.9,23.5,8
30/07/1962,0.01,3.2,22,10
31/07/1962,0,6,24,8
01/08/1962,0,5.9,25,8
02/08/1962,0,5.8,24.5,10
03/08/1962,0,5.9,24,9.5
04/08/1962,8.5,5,26,8.5
05/08/1962,1,4.7,23.5,7
06/08/1962,0.01,6.3,23.5,7.5
07/08/1962,6,5.6,24.5,8.5
08/08/1962,0,5.8,26,6.5
